description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender
"Taking it with Wellbutrin. Feeling a lot better than before. What has worked for me is to sense yourself out. Do what other people do. After some time your body adjusts. I'm not liking the negative results here. My doctor told me that it breaks the depression signals and allows you to adjust to the surroundings. I spent a summer just sleeping, yes sleeping. There's more to that, so go and have fun but make yourself realize that you are having fun! If not find out why",taking wellbutrin feeling lot better worked sense people time body adjusts im liking negative results doctor told breaks depression signals allows adjust surroundings spent summer sleeping yes sleeping theres go fun make realize fun find,Positif,0.7906,     Additional Medications to Treat Depression,29.5,male
"Abilify helped soothe me down when I was under heavy stress.  I progressively got better.  However, my hand started shaking a lot and because of my age I was worried about stroke.  I stopped taking it 3-1/2 months ago and had some breathing problems and sleep problems.  Now I seem to be good, except for itching.  Will check it out.",abilify helped soothe heavy stress progressively got better however hand started shaking lot age worried stroke stopped taking months ago breathing problems sleep problems seem good except itching check,Négatif,-0.128,     Schizophrenia,59.5,female
"Was on Lithium for 11 yrs for Bipolar Disorder. Have been on Abilify for 2 months. I feel great, but am having trouble w/ hyperglycemia.",lithium yrs bipolar disorder abilify months feel great trouble w hyperglycemia,Négatif,-0.0772,     Bipolar Disorder in Remission,49.5,female
I just began taking this medication after 15 years of being mis-diagnosed. Not pleased with it. It makes me feel I have to move around a lot. Going to the doc today we shall see..,began taking medication years misdiagnosed pleased makes feel move around lot going doc today shall see,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
"This medication helps calm me, but it doesn't work to well for my Torette's syndrome. The benefits definatly outweight the side effects. The biggest side effect I feel from this drug is that it makes me not talk as much as I used to.",medication helps calm doesnt work well torettes syndrome benefits definatly outweight side effects biggest side effect feel drug makes talk much used,Positif,0.6894,     Additional Medications to Treat Depression,39.5,female
I haven't noticed any effects except I don't have mood swings anymore.  I have been taking it for several years and am considering not taking it anymore.,havent noticed effects except dont mood swings anymore taking several years considering taking anymore,Neutre,0.0,     Bipolar Disorder in Remission,59.5,female
fadfd,fadfd,Neutre,0.0,     Additional Medications to Treat Depression,29.5,male
"It hasn't been too long. But I do notice that I have not cried once since taking. However, I am very cold. Don't know if that is related. And shaky whenever I am anticipating something or anxious about something. Hopefully, it will pass. If not for that I would give it 5 stars.",hasnt long notice cried since taking however cold dont know related shaky whenever anticipating something anxious something hopefully pass would give stars,Positif,0.5499,     Other,39.5,female
I am 15 yrs. old and i had to live through this and currently am living through my side effects from abilify!!!its terriable!!bad out bursts of eye seizures!!!! no benefit wat so ever!!!!!,yrs old live currently living side effects abilifyits terriablebad bursts eye seizures benefit wat ever,Positif,0.4588,     Additional Medications to Treat Depression,15.5,female
I HAVE A RASH ICHING ALL THE TIME AND DOC SAYS NO ITS ALL IN YOUR HEAD,rash iching time doc says head,Négatif,-0.4019,     Additional Medications to Treat Depression,49.5,male
"This medication helps calm me, but it doesn't work to well for my Torette's syndrome. The benefits definatly outweight the side effects. The biggest side effect I feel from this drug is that it makes me not talk as much as I used to.",medication helps calm doesnt work well torettes syndrome benefits definatly outweight side effects biggest side effect feel drug makes talk much used,Positif,0.6894,     Other,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,male
"I started having involuntary Muscle movements in my jaw after starting this medication, which were said to possibly become permanent.  they did not fortunaely and i immediately stopped taking it",started involuntary muscle movements jaw starting medication said possibly become permanent fortunaely immediately stopped taking,Négatif,-0.2263,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,male
"Ive onluy been on this drug for a week or two. I find that there's less clutter in  my day-to-day schedule, and I feel some  comfort as far as depression goes.",ive onluy drug week two find theres less clutter daytoday schedule feel comfort far depression goes,Négatif,-0.296,     Bipolar Disorder in Remission,49.5,female
"Abilify helped soothe me down when I was under heavy stress.  I progressively got better.  However, my hand started shaking a lot and because of my age I was worried about stroke.  I stopped taking it 3-1/2 months ago and had some breathing problems and sleep problems.  Now I seem to be good, except for itching.  Will check it out.",abilify helped soothe heavy stress progressively got better however hand started shaking lot age worried stroke stopped taking months ago breathing problems sleep problems seem good except itching check,Négatif,-0.128,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
