description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
EVERYTHING HAS BEEN VERY GOOD.    MY MAIN CONCERN IS WEIGHT GAIN LIKE THERE IS IN ZYPREXA.  ZYPREXA MADE ME FEEL TOO RUMMY TOO..    ABILIFY IS WAY AND ABOVE BETTER.,good main concern weight gain like zyprexa zyprexa feel rummy way better,Positif,0.8934,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,0
I took this to help with obsessive psychosis thoughts after being admitted to a hospital for post pardon psychosis and I took it along with some other medications for depression and anxiety. I am on a different medication now because I couldn't afford this one. I have never felt as great as I did when I took Abilify.,took help obsessive psychosis thoughts admitted hospital post pardon psychosis took medications depression anxiety different medication afford felt great did took,Positif,0.4939,     Additional Medications to Treat Depression,29.5,female,0
"My 9yr old son has been taking Abilify for about 6 months now. He has gained about 20lbs. I've noticed a big change in his manic episodes,not lasting as long as before. He has also been perscribed Namenda (for Alzheimer's),he is able to think more clearly. Is anyone else giving this to their child?",yr old son months gained lbs ive noticed big change manic episodesnot lasting long perscribed namenda alzheimershe able think clearly giving child,Positif,0.7717,     Mania associated with Bipolar Disorder,49.5,female,0
"This drug is a life saver.  I tried lithium and depakote, both made me feel like a zombie.  On abilify, I have had no side effects and my irritability and eratic behavior has subsided.  I also take wellbutrin, which helps with my depression. I am 34 with Bipolar II.  Was diagnosed at 25. I HIGHLY recommend this combination.",life saver tried lithium depakote feel like zombie irritability eratic behavior subsided wellbutrin helps depression bipolar ii diagnosed highly recommend combination,Positif,0.2006,     Bipolar Disorder in Remission,29.5,female,4
"This medication worked for me!  But it also made me extremely tired (I often fell asleep at work!) and I gained 35 lbs.  I even tried exercising more and watching what I ate, but I just kept gaining weight.  I stopped taking this medicine because I couldn't stand the weight gain and the excessive sleepiness was affecting my ability to function normally.",medication worked extremely tired fell asleep work gained lbs tried exercising watching ate just kept gaining weight stopped medicine stand weight gain excessive sleepiness affecting ability function normally,Positif,0.719,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,0
"I haev been taking this drug off and on for several years following several years on Zyprexa,  have since developed diabetes, heart disease, high cholesterol and gain approximately 10 pounds per week.  I am now considered obese and am hungry every hour.    I am concerned about the risks outweighing the benefits of this drug and am not certain if it is indicated for my depression/anxiety or that it ever was.",haev years following years zyprexa developed diabetes heart disease high cholesterol gain approximately pounds week considered obese hungry hour concerned risks outweighing benefits certain indicated depressionanxiety,Positif,0.7184,     Additional Medications to Treat Depression,39.5,female,0
"besides the akathisia that i suffer from whenever trying to raise the medication above 5mg, this medication has overall been great for treating my mania.  unfortunately, even on 5mg, i still have some side effects relating to the akathisia, where my jaw feels the need to constantly be in motion.  overall this medication has worked wonders for me when no other medication has been able to do the trick.  i just wish it wasn't so expensive!",akathisia suffer trying raise medication medication overall great treating mania unfortunately relating akathisia jaw feels need constantly motion overall medication worked wonders medication able trick just wish wasnt expensive,Positif,0.1779,     Mania associated with Bipolar Disorder,29.5,female,4
Abilify w/Benztropine. I've only been on it for 8 days. Having BLURRED VISION. Anyone else have this side affect? Taking 10mg,wbenztropine ive days having blurred vision affect,Positif,0.25,     Additional Medications to Treat Depression,39.5,female,1
"ABILIFY was prescribed for me for nerves.  Instead of helping my nerves, it caused involentary movements of my mouth and tongue.",prescribed nerves instead helping nerves caused involentary movements mouth tongue,Positif,0.1027,     Other,59.5,female,0
"the initial side effects, restlessness, sleepiness, dry mouth, were taken care of as my dr and i adjusted the doseage. i take the med pm due to some sleepiness. i have had no other problems or concerns. i love this med!! after going through a list of meds,,,  abilify is the only thing that has worked!",initial restlessness sleepiness dry mouth taken care dr adjusted doseage med pm sleepiness problems concerns love med going list meds thing worked,Positif,0.5423,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
I take this med for schizophrenia and mood disorders and like it very much. It has made me much calmer and I deal with lifes everyday issues better.,med schizophrenia mood disorders like calmer deal lifes everyday issues better,Positif,0.7845,     Additional Medications to Treat Depression,59.5,male,4
"This medication worked along with my other meds to kind of kick start them into working a little better, during an especially depressed stage I was going through.  It did a good job.  I just recently went off of it, and am worried that things are going to go downhill b/c of it.",medication worked meds kind kick start working little better especially depressed stage going did good job just recently went worried things going downhill bc,Positif,0.5232,     Additional Medications to Treat Depression,59.5,female,1
