description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"i have been taking a sh&%load of meds and to no avail - abilify really seems to help with my suicidal depression, i feel i can cope and am very happy with it    also taking lamictal and cymbalta",shload meds avail really help suicidal depression feel cope happy lamictal cymbalta,Négatif,-0.4676,     Bipolar Disorder in Remission,,nan,1
"i would highly recomend that nobody takes this medication. the reason is because i have been taking thisz medication for 3-4 years and i have just recently had a side effect, the side effect is that i have lost control of my bowel movement, and i stopped taking abilify and i still havent gained it back. i really do not know if i ever will",highly recomend takes medication reason thisz medication years just recently effect effect lost control bowel movement stopped havent gained really know,Négatif,-0.658,     Other,15.5,male,2
10 mgs.  is causing edgy feelings as wel as anger.,mgs causing edgy feelings wel anger,Négatif,-0.5719,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,1
"i take the drug when i go to bed, been on it a week, i shake, seem confuse a little, anxious, can't set still.  but i not sure if i need more time on it.",bed week shake confuse little anxious set sure need time,Négatif,-0.3117,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,2
"After trying this medication for a third time, I still get the same results, severe anxiety, insomnia, and tremors in my body.I do not know if the shaking will go away now that I discontinued it. Dr. had me up to 20mg. I stopped it 2 dys ago, went back to Seroquel 300mg, Anxiety not gone as yet. I think abilify is not for me, won't try it again, there has to be something else????",trying medication time results severe anxiety insomnia tremors bodyi know shaking away discontinued dr stopped dys ago went seroquel anxiety gone think wont try,Négatif,-0.765,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
"Helps with agitation, rage, & impluses to Self Injure severly. Also, reduces urges to commit suicide.",helps agitation rage impluses self injure severly reduces urges commit suicide,Négatif,-0.743,     Other,39.5,female,1
"My doctor just put me on abilify after cymbalta stopped working.I also am taking Lamictal. It has been a week and the side effects in the first couple of days were pure hell. Felt like I had the flu. The only thing that I notice now is that I definitely can't jump up off the couch, can get dizzy quick. Dr suggested that I take it with food. Havent decided if I like it yet.",doctor just cymbalta stopped workingi lamictal week couple days pure hell felt like flu thing notice definitely jump couch dizzy quick dr suggested food havent decided like,Négatif,-0.5106,     Additional Medications to Treat Depression,39.5,female,3
"This has changed my anxiety levels tremendously.  I was very uptight and since I went on 5, 10, then up to 15 mg. I feel like a new person!",changed anxiety levels tremendously uptight went feel like new person,Négatif,-0.2716,     Additional Medications to Treat Depression,49.5,female,1
Being treated for bipolar disorder. I take this medication as well as lamictal. My only complaint is that the abilify makes me extremely sleepy.,treated bipolar disorder medication lamictal complaint makes extremely sleepy,Négatif,-0.5994,     Mania associated with Bipolar Disorder,21.5,male,4
Been on it about 6 months.  I have severe thoughts of committing suicide that come on from nowhere it seems.  So scary to the point I have to ask for help.  Excessive weight gain.  Helped some with psychosis/paranoia but not completely.  Still having severe fear and anxiety over driving etc.,months severe thoughts committing suicide come scary point ask help excessive weight gain helped psychosisparanoia completely having severe fear anxiety driving,Négatif,-0.8925,     Additional Medications to Treat Depression,49.5,female,3
restlessness is the main problem and lack of sleep.,restlessness main problem lack sleep,Négatif,-0.7351,     Other,39.5,male,4
"I've only been on this drug for 4 days, I went from feeling extremely tired couldnt keep my eyes open, I couldnt even drive. From then I went into panic attacks, high blood pressure, suicidal thoughts, jittery, feeling like I need to get out of the situation Im in, sorta hard to describe.",ive days went feeling extremely tired eyes open drive went panic attacks high blood pressure suicidal thoughts jittery feeling like need situation im sorta hard,Négatif,-0.9136,     Other,29.5,female,3
"my son was put on this drug to help with his obssesive compulsive behavoir.  It did little to overcome his obsessions or compulsions and only made him tired, anxious and more depressed.  I don't think this is the right drug for him and ocd",son help obssesive compulsive behavoir did little overcome obsessions compulsions tired anxious depressed dont think right ocd,Négatif,-0.7287,     Other,15.5,male,2
"i have been taking a sh&%load of meds and to no avail - abilify really seems to help with my suicidal depression, i feel i can cope and am very happy with it    also taking lamictal and cymbalta",shload meds avail really help suicidal depression feel cope happy lamictal cymbalta,Négatif,-0.4676,     Additional Medications to Treat Depression,39.5,male,1
it has allowed me to lead a more normal life.  Im not as sleepy and have more energy to do the things I need to do and want to do.the only draw back is that I am still finding weight lose difficult.,allowed lead normal life im sleepy energy things need want dothe draw finding weight lose difficult,Négatif,-0.4215,     Schizophrenia,49.5,female,2
"This has changed my anxiety levels tremendously.  I was very uptight and since I went on 5, 10, then up to 15 mg. I feel like a new person!",changed anxiety levels tremendously uptight went feel like new person,Négatif,-0.2716,     Other,39.5,female,1
Being treated for bipolar disorder. I take this medication as well as lamictal. My only complaint is that the abilify makes me extremely sleepy.,treated bipolar disorder medication lamictal complaint makes extremely sleepy,Négatif,-0.5994,     Bipolar Disorder in Remission,29.5,female,4
Been on it about 6 months.  I have severe thoughts of committing suicide that come on from nowhere it seems.  So scary to the point I have to ask for help.  Excessive weight gain.  Helped some with psychosis/paranoia but not completely.  Still having severe fear and anxiety over driving etc.,months severe thoughts committing suicide come scary point ask help excessive weight gain helped psychosisparanoia completely having severe fear anxiety driving,Négatif,-0.8925,     Schizophrenia,39.5,female,3
